	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ2_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ3_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_DBZ6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_ETL1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB2_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB3_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LB6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG2_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG3_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_LG6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL1_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL2_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL3_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL4_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL5_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta	Rdm_Derep_Clean_Hunt_Derep_Hpreprocess_ORCA_TL6_23S_ORCA_23S_S2_L001_R1_001_prinseq_good.extendedFrags.fasta
OTU1	6	5	5	2	3	2	2	113	41	2058	8384	8389	8132	4	6	6	3	5	2	2	3	5	5	4	3
OTU2	230	410	297	702	201	222	501	969	147	118	16	10	10	720	63	1399	162	891	67	1580	1850	2009	3533	4043	3886
OTU3	2240	2069	2491	304	146	109	921	5	18	2	1	4	8	1641	1509	1510	1224	1743	1433	728	887	830	201	216	232
OTU4	1229	1355	1360	311	396	489	2109	84	59	85	4	3	4	1934	984	2040	372	1539	805	1192	1165	1120	15	8	7
OTU5	1423	1387	1188	38	63	44	751	19	22	0	4	2	5	1325	1212	1040	399	1839	879	1232	1074	1045	68	51	44
OTU6	11	83	149	2255	1914	2375	448	32	33	3	10	1	2	516	855	408	965	165	845	66	53	54	364	308	305
OTU7	35	71	122	155	51	53	424	142	242	48	12	1	4	228	122	324	1549	368	239	1389	1268	1236	1314	1208	1264
OTU8	16	83	22	3428	1863	1621	38	74	2	2	5	4	5	13	145	17	87	31	144	3	1	2	1	1	2
OTU9	23	31	59	2	1	1	14	1612	2147	2140	81	125	124	0	2	0	3	3	2	1	1	1	1	1	2
OTU10	1091	574	757	267	244	217	256	13	2	1	4	0	0	414	193	364	152	343	181	101	145	124	25	18	35
OTU11	163	158	179	61	21	21	409	402	364	439	217	224	393	202	273	169	236	227	397	198	150	162	4	13	4
OTU12	58	60	50	12	15	10	155	23	1	0	2	3	1	137	591	157	97	220	321	683	845	820	34	30	24
OTU13	13	147	12	1	1994	1845	17	49	1	6	3	0	0	2	45	4	58	9	46	0	1	1	1	3	2
OTU14	298	203	243	7	5	3	34	1164	930	1095	72	55	105	11	3	7	1	6	5	1	2	0	0	0	0
OTU15	25	18	6	0	0	0	88	1210	1555	967	141	113	81	3	0	1	0	0	0	5	0	4	0	0	0
OTU16	0	5	5	3	0	2	39	56	122	22	0	1	6	17	18	30	72	33	51	200	211	219	889	881	800
OTU17	10	20	65	595	700	856	63	3	0	23	0	0	2	539	17	129	31	322	37	5	0	0	0	0	0
OTU18	6	87	18	640	981	836	5	30	10	9	1	0	0	1	75	4	19	13	98	0	3	3	76	63	85
OTU19	560	641	585	11	12	12	67	0	0	0	1	1	1	150	44	115	21	208	28	1	0	0	0	0	0
OTU20	30	34	44	16	3	4	72	0	0	2	0	2	0	155	196	115	795	143	323	30	50	32	12	14	14
OTU21	3	12	19	0	0	0	53	0	0	0	2	1	2	57	463	266	313	148	486	2	2	4	1	0	0
OTU22	153	170	125	140	92	76	81	12	1	0	0	0	0	65	179	55	48	75	166	121	93	120	10	17	17
OTU23	0	0	5	0	1	0	0	0	56	2	0	0	0	7	12	3	38	5	26	15	26	30	464	592	446
OTU24	1	23	19	0	3	4	103	0	0	0	4	3	1	44	333	55	497	54	515	0	13	20	1	0	0
OTU25	470	351	327	2	12	11	87	1	0	1	1	0	1	15	8	18	45	41	13	36	59	57	0	0	2
OTU26	1	0	4	0	0	0	0	0	42	3	4	0	1	2	0	0	0	1	2	0	30	43	499	371	447
OTU27	1	0	2	0	0	1	1	0	56	8	0	0	0	0	1	0	0	0	3	0	30	23	465	343	497
OTU28	78	94	111	5	0	2	71	96	50	71	11	11	9	30	96	52	44	34	83	149	145	138	15	10	12
OTU29	9	9	0	0	0	0	279	7	66	53	1	1	0	2	0	6	0	1	0	332	323	314	3	2	1
OTU30	1	0	0	0	0	0	1	189	163	190	180	253	245	0	0	1	0	1	0	1	0	0	0	0	1
OTU31	32	37	19	0	0	0	38	366	347	224	38	20	13	6	0	5	0	5	0	25	8	14	0	0	0
OTU32	1	0	0	0	1	1	0	0	55	0	0	0	0	0	1	0	0	0	1	0	30	28	364	335	315
OTU33	29	38	29	15	11	3	246	0	1	0	3	2	1	73	92	61	40	52	108	85	54	63	14	11	13
OTU34	0	0	0	0	0	0	2	296	376	295	27	23	22	0	0	0	0	0	0	0	0	0	0	0	0
OTU35	120	140	113	0	2	2	72	34	28	22	1	2	2	51	45	54	18	45	30	90	67	59	2	2	3
OTU36	0	0	0	0	0	0	38	264	237	252	60	52	62	8	1	3	2	4	3	0	0	0	0	0	0
OTU37	76	85	69	210	269	199	22	15	1	0	3	0	1	11	4	4	5	4	1	0	2	2	0	0	0
OTU38	48	36	29	5	2	3	212	0	0	0	0	0	0	39	9	72	2	28	1	236	106	89	5	4	4
OTU39	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	319	219	258	30	26	21
OTU40	0	0	0	0	0	0	2	277	285	214	31	22	15	0	0	0	0	0	0	0	0	0	0	0	0
OTU41	127	121	108	7	31	24	43	7	49	0	3	2	1	69	49	52	24	79	40	4	3	2	0	0	0
OTU42	2	1	0	0	0	0	0	1	12	0	2	0	0	1	0	0	2	0	0	0	20	13	246	198	246
OTU43	69	45	55	13	75	95	50	1	85	19	0	2	3	31	21	35	26	59	55	0	0	0	0	0	0
OTU44	67	53	58	3	0	3	93	0	0	0	0	0	0	60	11	47	8	62	6	65	96	88	1	0	2
OTU45	0	1	7	0	0	0	65	0	0	0	4	0	1	33	80	28	116	23	90	46	6	7	81	67	61
OTU46	2	30	18	18	30	31	13	0	0	0	0	0	0	46	117	24	129	35	174	15	19	12	0	0	2
OTU47	1	2	9	0	0	0	107	0	0	0	4	0	0	13	73	2	155	15	124	0	6	8	70	55	47
OTU48	68	122	71	2	0	0	24	58	16	0	3	0	0	91	6	76	7	94	3	0	0	0	0	0	0
OTU49	0	2	2	0	0	0	13	4	0	0	0	1	1	6	280	13	132	12	147	3	2	4	1	2	4
OTU50	2	0	0	0	0	0	14	184	187	140	16	27	8	2	0	0	0	0	0	0	0	0	0	0	0
OTU51	0	1	0	1	0	0	0	205	207	96	4	5	36	0	0	0	0	0	1	0	0	0	0	0	0
OTU52	0	4	6	0	0	0	8	0	0	0	0	0	0	12	20	14	363	11	28	5	25	14	3	4	1
OTU53	0	0	0	0	0	0	0	67	45	116	90	118	66	0	0	0	0	0	0	0	0	0	0	0	0
OTU54	159	135	135	4	2	0	19	1	0	0	0	0	0	14	1	8	3	5	0	14	0	0	0	0	0
OTU55	166	129	176	4	0	1	1	1	0	15	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU56	1	1	1	154	80	104	6	1	0	0	0	0	0	5	17	4	19	1	32	0	0	0	25	23	13
OTU57	69	75	48	0	4	2	19	4	9	0	0	0	0	18	59	14	29	21	48	4	15	24	0	1	0
OTU58	1	0	0	0	0	0	8	0	0	0	0	1	0	11	1	11	1	17	2	87	148	172	0	0	0
OTU59	0	9	5	0	0	0	20	108	137	153	2	4	6	0	0	0	1	0	0	1	0	0	0	0	0
OTU60	28	21	25	1	5	2	25	0	0	0	0	0	0	67	35	69	19	34	47	11	8	10	0	0	0
OTU61	0	0	1	0	0	0	9	1	0	0	1	1	0	9	197	24	13	28	89	1	1	1	1	0	0
OTU62	0	8	3	14	24	17	22	0	0	0	0	0	0	40	37	30	37	43	78	0	0	0	0	0	0
OTU63	1	31	14	11	68	48	11	10	0	0	0	0	0	11	19	18	54	16	28	0	0	0	0	0	0
OTU64	1	2	0	0	0	0	13	132	148	26	2	1	4	0	0	0	0	0	0	0	0	1	0	0	0
OTU65	0	3	9	0	0	0	6	0	13	0	0	0	0	18	35	17	14	33	42	56	35	18	9	10	4
OTU66	1	0	0	0	0	0	10	86	25	39	39	41	71	0	1	0	0	0	0	0	0	0	0	0	0
OTU67	0	15	1	108	46	18	67	0	0	0	0	0	0	0	22	0	5	3	27	0	0	0	0	0	0
OTU68	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	129	79	80	0	2	6
OTU69	1	0	3	0	0	0	2	9	0	0	0	0	0	3	36	2	58	7	71	1	0	0	17	29	45
OTU70	31	25	29	2	4	0	20	0	0	0	0	0	0	40	24	27	13	20	25	6	8	4	0	0	0
OTU71	55	75	60	1	0	0	9	0	0	0	0	0	0	24	4	14	2	27	6	0	0	0	0	0	0
OTU72	0	0	0	0	0	0	0	14	1	3	67	63	129	0	0	0	0	0	0	0	0	0	0	0	0
OTU73	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	7	3	3	1	10	14	12	88	73	64
OTU74	5	1	0	0	0	0	6	85	92	59	14	5	4	1	0	1	0	0	0	0	0	0	0	0	0
OTU75	2	1	1	0	0	0	5	71	73	64	10	22	15	1	0	0	0	0	0	0	0	0	0	0	0
OTU76	2	2	1	0	0	0	0	69	87	67	15	8	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU77	28	20	17	0	0	0	16	0	0	0	0	0	0	7	9	10	5	5	10	42	39	29	6	5	2
OTU78	6	21	12	2	0	0	29	0	19	59	0	1	0	6	1	5	1	21	3	20	13	15	0	0	0
OTU79	0	0	3	0	0	0	6	0	0	0	0	0	0	80	25	33	18	32	36	0	0	0	0	0	0
OTU80	0	0	0	0	0	0	227	0	0	0	0	0	0	2	0	1	0	1	0	0	0	2	0	0	0
OTU81	4	23	12	0	0	0	1	39	33	83	5	1	2	1	0	3	0	0	0	0	14	8	0	0	0
OTU82	0	1	0	105	33	75	0	0	0	0	0	0	0	0	2	0	4	1	6	0	0	0	0	0	0
OTU83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	77	66	80
OTU84	8	26	20	2	9	11	18	0	0	0	0	1	0	28	19	22	17	22	13	0	3	1	1	0	0
OTU85	0	0	0	0	0	0	0	139	78	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU86	0	0	0	0	0	1	0	0	1	1	50	49	115	1	1	0	0	0	0	0	1	0	0	1	0
OTU87	1	2	2	0	1	0	2	0	0	0	40	61	87	5	0	8	0	9	0	0	0	0	0	0	0
OTU88	0	0	0	0	0	0	0	82	97	34	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU89	0	0	0	0	4	0	10	0	28	0	0	0	0	0	0	0	0	0	0	0	3	1	68	50	52
OTU90	0	0	0	0	0	0	0	23	63	69	33	16	4	0	0	0	0	0	0	1	0	0	0	0	0
OTU91	0	1	1	13	5	8	5	0	0	0	0	0	0	6	9	4	53	0	13	1	1	0	31	25	32
OTU92	5	11	6	0	0	0	20	0	0	0	0	0	0	13	4	30	4	25	1	37	21	22	0	0	0
OTU93	10	8	3	5	10	8	6	0	0	0	0	0	0	40	23	18	7	22	21	5	0	7	1	1	0
OTU94	0	0	0	3	2	1	1	0	0	0	0	0	1	1	1	0	2	0	2	0	0	2	65	56	54
OTU95	0	2	2	0	0	0	55	0	0	0	0	0	0	19	21	21	8	20	1	11	6	12	2	2	7
OTU96	2	0	1	0	0	0	16	0	0	0	0	0	0	17	1	63	8	41	4	21	4	6	0	0	0
OTU97	1	6	9	2	0	0	1	115	27	19	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU98	0	0	0	0	0	0	4	0	6	0	0	0	0	3	68	1	12	1	56	0	1	2	5	9	9
OTU99	0	1	0	6	3	5	3	0	1	0	1	1	0	4	2	1	44	2	5	2	4	2	34	26	30
OTU100	0	0	2	0	0	0	1	1	1	0	0	0	0	3	1	1	3	3	0	5	9	5	44	47	46
OTU101	3	0	0	0	0	0	3	21	30	3	49	22	38	0	0	0	0	0	0	0	0	0	0	0	0
OTU102	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	5	0	0	2	0	2	48	50	54
OTU103	0	0	0	0	0	0	0	0	0	0	56	94	14	0	0	0	0	0	0	0	0	0	0	0	0
OTU104	5	5	2	1	5	0	8	0	0	0	0	0	1	15	13	19	13	9	4	5	12	19	6	8	11
OTU105	0	0	2	0	0	0	9	0	0	0	0	0	0	9	8	10	46	8	13	2	9	11	8	10	9
OTU106	0	0	0	0	0	0	0	120	27	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU107	0	1	2	0	0	1	5	0	0	0	0	0	0	8	8	7	58	6	10	4	8	13	5	10	6
OTU108	0	0	0	0	0	0	0	57	67	16	4	1	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU109	4	13	6	0	0	0	3	17	52	30	4	4	5	0	0	3	0	1	0	2	1	6	0	0	0
OTU110	58	34	57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU111	38	12	19	3	0	0	39	0	0	0	0	0	0	11	0	7	1	8	1	4	0	0	0	0	0
OTU112	13	8	11	0	0	0	2	0	0	0	0	0	0	16	29	14	11	11	17	5	4	1	0	0	1
OTU113	11	4	12	0	1	0	6	0	0	0	0	0	0	15	18	16	7	16	24	2	2	6	0	0	0
OTU114	0	0	0	0	66	68	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
OTU115	0	0	0	0	0	0	0	24	49	51	7	5	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU116	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	2	1	0	0	35	63	31
OTU117	0	0	0	0	0	0	0	60	27	31	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU118	0	0	0	15	14	21	0	0	0	0	0	0	0	3	0	7	3	1	1	0	0	1	24	26	17
OTU119	2	0	1	0	0	0	2	0	0	0	0	0	0	44	7	38	6	26	5	0	0	0	0	0	0
OTU120	0	1	0	0	0	0	2	37	50	31	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU121	0	0	1	4	2	4	2	0	0	0	0	0	0	4	18	8	45	3	28	0	0	0	1	2	2
OTU122	0	1	0	0	0	0	0	0	0	0	1	0	0	1	42	0	37	3	37	1	0	0	0	0	1
OTU123	1	1	3	0	1	1	8	1	1	0	0	0	0	5	1	8	11	9	9	16	12	12	9	6	7
OTU124	4	2	1	0	0	1	4	0	0	0	0	0	0	11	12	23	13	14	18	2	4	4	1	3	4
OTU125	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU126	0	0	1	0	0	0	3	0	0	1	0	0	0	0	32	1	24	7	50	0	0	0	1	0	0
OTU127	1	3	1	0	0	0	0	19	48	26	0	1	0	2	0	1	0	0	0	3	6	8	0	0	0
OTU128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	33	36
OTU129	0	0	0	0	0	0	0	52	18	32	6	4	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU130	29	1	0	0	1	0	0	23	0	41	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0
OTU131	1	1	0	4	3	10	5	0	0	0	0	0	0	7	13	9	27	1	23	0	0	0	2	4	1
OTU132	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	1	0	0	4	7	11	18	35	29
OTU133	1	0	0	0	0	0	4	0	0	1	0	0	0	8	15	14	3	6	16	9	8	12	7	4	0
OTU134	11	14	23	0	0	0	15	0	0	0	0	0	0	13	1	15	0	15	0	0	0	0	0	0	0
OTU135	6	6	1	1	0	0	8	12	2	8	0	0	0	3	0	0	0	2	0	34	13	8	0	0	0
OTU136	10	7	18	0	0	0	0	0	0	0	0	0	0	8	21	8	5	4	16	0	1	4	0	1	0
OTU137	0	0	0	1	51	43	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	4	1	0
OTU138	0	1	4	0	0	0	0	12	42	19	0	1	0	3	5	2	3	0	2	2	4	0	1	1	0
OTU139	2	0	2	0	0	0	0	0	0	0	0	0	0	10	21	17	29	9	11	0	0	0	0	1	0
OTU140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	32	26	40
OTU141	6	0	2	1	0	1	1	0	0	0	0	0	0	19	3	28	4	27	8	0	0	0	0	0	0
OTU142	0	1	1	0	1	3	13	0	0	0	0	0	0	9	4	11	8	8	8	17	7	9	0	0	0
OTU143	0	0	0	0	0	0	0	27	8	3	27	17	18	0	0	0	0	0	0	0	0	0	0	0	0
OTU144	0	0	0	0	0	0	1	0	0	0	0	0	0	8	3	2	1	5	1	24	20	30	2	1	0
OTU145	0	0	2	5	9	17	8	0	0	0	0	0	0	12	9	14	3	3	14	1	0	0	0	0	0
OTU146	0	1	0	0	0	1	3	33	37	17	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU147	0	0	0	0	1	1	1	0	0	0	0	0	0	3	8	6	15	6	9	10	7	13	4	6	3
OTU148	0	3	0	0	0	0	32	10	0	9	0	0	0	12	4	10	2	0	0	3	4	3	0	0	0
OTU149	0	3	2	0	0	0	76	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
OTU150	0	0	0	0	0	0	3	0	0	0	0	0	0	1	3	1	39	0	13	0	0	0	11	3	8
OTU151	8	5	5	0	0	0	11	0	0	0	0	0	0	18	5	9	0	6	8	0	1	1	0	0	0
OTU152	2	1	0	0	0	0	12	1	1	0	0	0	0	4	3	5	2	9	2	9	6	5	6	3	6
OTU153	1	2	3	1	1	0	3	0	0	0	2	0	0	2	13	4	1	7	10	6	13	7	1	0	0
OTU154	1	4	0	0	0	0	5	0	15	0	0	0	0	0	0	1	0	1	0	4	19	23	1	0	2
OTU155	0	0	0	0	0	0	3	0	0	0	0	0	0	2	18	0	30	1	21	1	0	0	0	0	0
OTU156	0	0	0	1	0	1	10	0	0	0	0	0	0	8	4	8	13	4	4	10	8	4	0	0	0
OTU157	0	0	0	0	0	0	29	0	0	0	0	0	0	2	0	6	0	12	0	6	9	11	0	0	0
OTU158	6	3	6	3	8	6	3	0	0	0	0	0	0	4	5	10	9	4	4	1	1	0	2	0	0
OTU159	0	1	0	5	2	2	4	0	0	0	0	0	0	8	7	11	7	0	8	1	0	0	2	7	8
OTU160	14	14	9	6	10	11	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0	0	0
OTU161	4	5	3	3	7	3	3	0	0	0	0	1	0	7	12	2	2	6	6	1	2	2	0	0	0
OTU162	0	0	0	4	9	12	3	0	0	0	0	0	0	5	9	9	4	1	13	0	0	0	0	0	0
OTU163	2	0	0	0	0	0	3	27	25	6	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU164	0	0	0	0	0	0	0	25	28	11	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU165	0	0	0	1	0	0	0	0	0	0	0	0	0	2	18	5	17	4	17	0	0	0	0	1	1
OTU166	0	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	12	2	29	1	1	0	1	1	3
OTU167	9	5	2	0	0	0	4	0	0	0	0	0	0	14	5	10	0	8	3	1	4	1	0	0	0
OTU168	4	1	6	0	0	3	9	0	0	0	0	0	0	11	4	8	1	6	2	2	4	4	0	0	0
OTU169	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	25	21	18
OTU170	12	11	7	1	1	1	3	0	0	0	0	0	0	7	5	2	3	3	8	0	0	0	0	0	0
OTU171	0	0	0	0	0	0	0	26	32	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU172	0	0	0	12	26	15	0	0	0	0	0	0	0	0	2	0	1	0	5	0	0	0	0	0	0
OTU173	19	21	9	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	4	0	3	0	0	0
OTU174	0	0	0	0	0	0	1	13	29	10	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0
OTU175	0	0	0	7	14	17	1	0	0	0	0	0	0	2	8	2	1	0	5	0	0	0	0	0	0
OTU176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	17	21	16
OTU177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	38	2	9	0	0	0	0	0	0
OTU178	0	0	1	0	0	0	1	0	0	0	0	0	0	0	20	1	7	1	24	0	0	0	0	0	0
OTU179	0	0	0	0	0	0	30	0	0	0	0	0	0	2	3	9	0	10	1	0	0	0	0	0	0
OTU180	2	2	8	2	8	2	7	0	0	0	0	0	0	11	1	1	0	3	4	2	1	0	0	0	0
OTU181	0	0	0	0	0	0	1	0	0	0	0	0	0	2	15	5	10	2	17	0	0	0	0	0	0
OTU182	0	0	0	0	0	0	2	0	0	0	0	0	0	4	14	1	8	2	18	0	0	0	1	0	1
OTU183	2	2	1	0	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	12	14	11	2	0	1
OTU184	3	2	0	0	0	0	2	0	0	0	0	0	0	10	2	5	2	6	1	2	2	2	5	4	2
OTU185	0	0	0	7	17	18	1	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0
OTU186	0	0	0	0	0	0	0	0	0	5	8	13	20	1	0	1	0	0	0	0	0	0	0	0	0
OTU187	0	0	0	0	0	0	0	1	1	3	13	12	18	0	0	0	0	0	0	0	0	0	0	0	0
OTU188	0	0	0	5	5	0	0	0	0	0	0	0	0	0	1	1	6	0	3	2	0	1	8	9	6
OTU189	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	4	0	2	13	9	3	6	3	4
OTU190	0	0	0	2	2	1	1	0	0	0	0	0	0	1	2	1	11	1	3	0	0	1	2	11	8
OTU191	10	0	25	7	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7	22
OTU193	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	17	10	0	0	0
OTU194	0	1	0	13	7	12	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	3
OTU195	0	0	0	3	25	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU196	18	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU197	0	0	0	0	0	0	2	13	18	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	14	1	0	1	1	0	10	9	4
OTU199	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	2	0	0	0	8	10	14
OTU200	0	0	0	0	0	0	19	0	0	0	0	0	0	7	0	7	0	8	1	0	0	0	0	0	0
OTU201	2	2	3	0	1	0	3	0	0	0	0	0	0	5	0	4	5	3	1	1	2	0	6	0	3
OTU202	21	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU203	0	2	0	5	1	3	4	0	0	0	0	0	0	1	4	4	1	2	3	10	0	0	0	0	0
OTU204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	10	2	14	0	0	1	1	0	0
OTU205	3	3	1	1	1	0	5	0	0	0	0	0	0	6	2	2	5	5	5	0	0	1	0	0	0
OTU206	0	1	0	0	0	0	2	0	0	0	0	0	0	0	11	6	6	2	12	0	0	0	0	0	0
OTU207	0	0	0	10	12	9	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0
OTU208	0	0	0	0	0	0	0	0	27	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU209	0	1	0	2	3	4	5	0	0	0	0	0	0	6	3	1	3	2	9	0	0	0	0	0	0
OTU210	0	0	0	0	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU211	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	9	14
OTU212	0	1	0	1	10	6	1	0	0	0	0	0	1	0	5	1	3	1	7	0	0	0	0	0	0
OTU213	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	34	0	1	0	0	0	0	0	0
OTU214	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	7	3	5	0	0	0
OTU215	0	0	0	0	0	0	2	0	0	0	0	0	0	1	3	4	10	1	13	0	1	0	0	0	0
OTU216	0	0	0	0	0	0	0	0	0	1	0	0	0	0	14	1	1	1	15	2	0	0	0	0	0
OTU217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	14	0	0	0	4	10	1
